Game_ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Weighted
4685,Galleon: Islands of Mystery,XB,2004,Action,SCi,0.02,0.01,0.00,0.00,0.03,67.00,40.00,7.00,10,Confounding Factor,T,80.4
6438,Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0.00,0.00,0.00,0.05,57.00,28.00,8.10,8,Omega Force,T,79.8
8922,Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.10,0.00,0.00,0.01,0.11,45.00,16.00,7.30,4,Red Fly Studio,E,79.2
3857,The Great Escape,XB,2003,Action,SCi,0.05,0.01,0.00,0.00,0.06,55.00,24.00,0.00,,Pivotal Games,T,79.2
13962,Your Shape: Fitness Evolved 2013,WiiU,2012,Action,Ubisoft,0.06,0.07,0.00,0.01,0.13,76.00,8.00,6.30,16,Blue Byte,E10+,79.04
4659,Catwoman,GC,2004,Action,Electronic Arts,0.05,0.01,0.00,0.00,0.07,47.00,24.00,6.10,7,Argonaut Games,T,78.96
13910,FIFA Soccer 13,3DS,2012,Action,Electronic Arts,0.06,0.20,0.00,0.03,0.29,68.00,4.00,3.70,16,Electronic Arts,E,78.88
3869,Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0.01,0.00,0.00,0.05,75.00,21.00,8.40,5,Million,T,78.75
2993,Fatal Frame,XB,2002,Action,Tecmo Koei,0.04,0.01,0.00,0.00,0.06,77.00,17.00,8.60,16,Tecmo,T,78.54
2979,Mystic Heroes,GC,2002,Action,Tecmo Koei,0.03,0.01,0.04,0.00,0.09,67.00,13.00,8.50,26,Koei,T,78.39
7612,Code Lyoko: Quest for Infinity,Wii,2007,Action,Game Factory,0.07,0.01,0.00,0.01,0.09,58.00,15.00,8.50,8,The Game Factory,E10+,78.3
5479,Predator: Concrete Jungle,XB,2005,Action,Vivendi Games,0.07,0.02,0.00,0.00,0.10,46.00,17.00,8.00,10,Eurocom Entertainment Software,M,78.2
15737,Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.00,0.03,0.07,0.01,0.10,65.00,12.00,7.80,63,Frima Studio,M,78
4663,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0.00,0.00,0.06,68.00,19.00,6.20,6,Ubisoft,T,77.52
6426,Final Fight: Streetwise,PS2,2006,Action,Capcom,0.03,0.02,0.00,0.01,0.05,43.00,36.00,6.20,11,Capcom,M,77.4
5501,Tom Clancy's Splinter Cell: Chaos Theory,DS,2005,Action,Ubisoft,0.06,0.00,0.00,0.01,0.07,50.00,22.00,7.00,25,Gameloft,T,77
16301,Assassin's Creed The Ezio Collection,XOne,2016,Action,Ubisoft,0.03,0.04,0.00,0.01,0.08,74.00,13.00,7.60,24,Ubisoft Montreal,M,76.96
5391,Shrek SuperSlam,GBA,2005,Action,Activision,0.24,0.09,0.00,0.01,0.33,58.00,4.00,0.00,,"Amaze Entertainment, Griptonite Games",E10+,76.56
11746,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Action,THQ,0.21,0.04,0.00,0.02,0.26,49.00,6.00,0.00,,THQ,E10+,76.44
10517,The Last Guy,PS3,2009,Action,Sony Computer Entertainment,0.00,0.00,0.03,0.00,0.03,77.00,33.00,6.90,30,SCE Japan Studio,E10+,76.23
8838,The Incredible Hulk,PS2,2008,Action,Sega,0.32,0.01,0.00,0.05,0.38,50.00,4.00,6.00,5,Edge of Reality,T,76
8954,Insecticide,DS,2008,Action,Gamecock,0.06,0.00,0.00,0.00,0.06,55.00,23.00,7.00,5,Creat Studios,E10+,75.9
10510,Overlord II,PC,2009,Action,Codemasters,0.00,0.03,0.00,0.00,0.03,79.00,32.00,8.10,159,Triumph Studios,T,75.84
10442,Planet 51,X360,2009,Action,Sega,0.07,0.03,0.00,0.01,0.11,53.00,13.00,0.00,,Pyro Studios,E,75.79
1692,WCW Backstage Assault,PS,1999,Action,Electronic Arts,0.12,0.08,0.00,0.01,0.21,40.00,9.00,,,Kodiak Interactive,T,75.6
14041,The Binding of Isaac,PC,2012,Action,Unknown,0.00,0.03,0.00,0.00,0.03,84.00,30.00,8.30,1010,"Edmund McMillen, Florian Himsl",,75.6
8867,Dynasty Warriors 6,PS2,2008,Action,Tecmo Koei,0.12,0.09,0.00,0.03,0.25,43.00,7.00,5.40,14,"Koei, Omega Force",T,75.25
5442,The Incredibles: Rise of the Underminer,GC,2005,Action,THQ,0.12,0.03,0.00,0.00,0.16,67.00,7.00,6.60,7,Heavy Iron Studios,E10+,75.04
11770,The Last Airbender,DS,2010,Action,THQ,0.13,0.04,0.00,0.01,0.18,69.00,6.00,7.00,4,THQ,E10+,74.52
5396,Ultimate Spider-Man,GBA,2005,Action,Activision,0.22,0.08,0.00,0.01,0.30,62.00,4.00,7.30,12,Vicarious Visions,E10+,74.4
13954,Skylanders Giants,3DS,2012,Action,Activision,0.12,0.01,0.00,0.01,0.14,59.00,9.00,5.00,13,n-Space,E10+,74.34
4668,Samurai Jack: The Shadow of Aku,PS2,2004,Action,Sega,0.03,0.02,0.00,0.01,0.06,59.00,21.00,8.40,10,Adrenium,T,74.34
8964,Warriors Orochi 2,X360,2008,Action,Tecmo Koei,0.04,0.00,0.01,0.00,0.06,44.00,28.00,8.10,15,Omega Force,T,73.92
2975,Altered Beast: Guardian of the Realms,GBA,2002,Action,THQ,0.07,0.02,0.00,0.00,0.09,63.00,13.00,4.80,4,3d6 Games,T,73.71
7572,Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0.00,0.00,0.01,0.18,58.00,7.00,4.40,9,Artificial Mind and Movement,E10+,73.08
5515,Dynasty Warriors 5,XB,2005,Action,Tecmo Koei,0.04,0.01,0.00,0.00,0.05,66.00,22.00,8.00,4,Omega Force,T,72.6
6392,Barnyard,PS2,2006,Action,THQ,0.05,0.04,0.00,0.01,0.09,62.00,13.00,8.70,10,Blue Tongue Entertainment,E10+,72.54
8958,LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,0.02,0.03,0.00,0.01,0.06,80.00,15.00,7.80,61,Traveller's Tales,E10+,72
4678,Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0.00,0.00,0.04,62.00,29.00,6.70,7,Amuze,M,71.92
6412,Deep Labyrinth,DS,2006,Action,505 Games,0.06,0.00,0.00,0.00,0.07,57.00,18.00,8.80,4,Interactive Brains,E10+,71.82
5494,Hello Kitty: Roller Rescue,GC,2005,Action,Empire Interactive,0.06,0.02,0.00,0.00,0.08,64.00,14.00,6.80,6,Xpec,E,71.68
2936,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,GBA,2002,Action,THQ,0.19,0.07,0.00,0.00,0.26,55.00,5.00,0.00,,Human Soft,E,71.5
2970,XXX,GBA,2002,Action,Activision,0.08,0.03,0.00,0.00,0.11,50.00,13.00,5.00,4,Digital Eclipse,E,71.5
7607,Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0.00,0.01,0.10,65.00,11.00,7.50,4,Beenox,E,71.5
6370,Happy Feet,Wii,2006,Action,Midway Games,0.12,0.00,0.00,0.01,0.14,46.00,11.00,6.70,16,Artificial Mind and Movement,E,70.84
6446,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0.00,0.00,0.04,52.00,34.00,2.80,5,Double Helix Games,T,70.72
1696,Incredible Crisis,PS,1999,Action,Titus,0.04,0.03,0.00,0.01,0.08,80.00,11.00,7.50,11,Polygon Magic,T,70.4
11743,Beyblade: Metal Masters,DS,2010,Action,Konami Digital Entertainment,0.14,0.09,0.00,0.03,0.27,65.00,4.00,0.00,,Amble,E,70.2
8930,Ninja Reflex,DS,2008,Action,Electronic Arts,0.09,0.00,0.00,0.01,0.10,54.00,13.00,0.00,,Sanzaru Games,E10+,70.2
15198,Escape Dead Island,PS3,2014,Action,Deep Silver,0.04,0.03,0.00,0.01,0.07,40.00,25.00,3.50,51,Fatshark AB,M,70
3849,Resident Evil 3: Nemesis,GC,2003,Action,Capcom,0.06,0.02,0.00,0.00,0.08,62.00,14.00,8.30,44,Capcom,M,69.44
10508,Saints Row 2,PC,2009,Action,THQ,0.00,0.03,0.00,0.01,0.04,72.00,24.00,6.80,380,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",M,69.12
5461,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,GC,2005,Action,Konami Digital Entertainment,0.09,0.02,0.00,0.00,0.12,57.00,10.00,0.00,,Konami,E10+,68.4
10380,X-Men Origins: Wolverine,PSP,2009,Action,Activision,0.13,0.03,0.00,0.03,0.19,60.00,6.00,7.50,12,Griptonite Games,T,68.4
3868,Rogue Ops,GC,2003,Action,Kemco,0.04,0.01,0.00,0.00,0.05,65.00,21.00,0.00,,Bits Studios,M,68.25
5492,The Incredibles: Rise of the Underminer,XB,2005,Action,THQ,0.06,0.02,0.00,0.00,0.09,63.00,12.00,0.00,,Heavy Iron Studios,E10+,68.04
8907,Syberia,DS,2008,Action,Mindscape,0.10,0.02,0.00,0.01,0.13,52.00,10.00,0.00,,"Microids, Dreamcatcher",T,67.6
5490,Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,2005,Action,Activision,0.07,0.02,0.00,0.00,0.09,68.00,11.00,8.00,9,Krome Studios,E10+,67.32
13051,The Adventures of Tintin: The Game,3DS,2011,Action,Ubisoft,0.05,0.09,0.00,0.02,0.15,56.00,8.00,5.70,12,Ubisoft Montpellier,E10+,67.2
7621,Dynasty Warriors DS: Fighter's Battle,DS,2007,Action,Tecmo Koei,0.04,0.00,0.03,0.00,0.07,56.00,17.00,0.00,,Koei,E10+,66.64
14605,Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0.00,0.10,0.00,0.01,0.10,74.00,9.00,4.40,239,Konami,E,66.6
16265,Lego Star Wars: The Force Awakens,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.06,0.07,0.01,0.01,0.15,74.00,6.00,8.00,11,TT Games,E10+,66.6
8865,The Mummy: Tomb of the Dragon Emperor,PS2,2008,Action,Vivendi Games,0.12,0.10,0.00,0.03,0.25,38.00,7.00,6.80,6,Eurocom Entertainment Software,T,66.5
16249,LEGO Marvel's Avengers,WiiU,2016,Action,Warner Bros. Interactive Entertainment,0.12,0.10,0.00,0.02,0.24,69.00,4.00,6.80,15,TT Games,E10+,66.24
2429,Army Men: Green Rogue,PS2,2001,Action,3DO,0.06,0.05,0.00,0.02,0.13,39.00,13.00,3.80,4,3DO,T,65.91
15197,Samurai Warriors Chronicles 3,3DS,2014,Action,Tecmo Koei,0.00,0.00,0.08,0.00,0.08,63.00,13.00,6.10,10,Omega Force,T,65.52
8983,Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0.00,0.01,0.04,78.00,21.00,8.50,353,Capcom,M,65.52
4664,Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,0.04,0.02,0.00,0.00,0.06,68.00,16.00,0.00,,Digital Eclipse,E,65.28
2961,Star Wars: Jedi Power Battles,GBA,2002,Action,THQ,0.10,0.04,0.00,0.00,0.14,58.00,8.00,0.00,,HotGen,T,64.96
15219,Murdered: Soul Suspect,PC,2014,Action,Square Enix,0.00,0.05,0.00,0.00,0.05,59.00,22.00,7.40,379,Airtight Games,M,64.9
7647,Tomb Raider: Anniversary,PC,2007,Action,Eidos Interactive,0.00,0.03,0.00,0.01,0.03,83.00,26.00,8.10,242,Nixxes Software,T,64.74
14602,LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.06,0.00,0.01,0.12,77.00,7.00,7.30,31,TT Games,E10+,64.68
10499,Tom Clancy's HAWX,PC,2009,Action,Ubisoft,0.00,0.03,0.00,0.01,0.04,70.00,23.00,7.30,125,Ubisoft Romania,T,64.4
3858,Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0.00,0.00,0.06,63.00,17.00,0.00,,Ubisoft Montreal,T,64.26
13157,Hunted: The Demon's Forge,PC,2011,Action,Bethesda Softworks,0.03,0.01,0.00,0.00,0.05,61.00,21.00,6.60,127,InXile Entertainment,M,64.05
2957,He-Man: Power of Grayskull,GBA,2002,Action,TDK Mediactive,0.11,0.04,0.00,0.00,0.16,50.00,8.00,0.00,,Taniko,E,64
3006,Syberia,PC,2002,Action,Microids,0.00,0.02,0.00,0.00,0.03,82.00,26.00,8.50,235,Microids,T,63.96
11692,Clash of Elementalists,DS,2010,Action,Level 5,0.00,0.00,0.47,0.00,0.47,34.00,4.00,0.00,,Teyon,T,63.92
11824,Gladiator Begins,PSP,2010,Action,PQube,0.05,0.01,0.05,0.01,0.12,59.00,9.00,8.00,14,Acquire,M,63.72
10374,Planet 51,Wii,2009,Action,Sega,0.17,0.01,0.00,0.02,0.20,53.00,6.00,5.80,4,Pyro Studios,E,63.6
4636,Fear Factor: Unleashed,GBA,2004,Action,Hip Interactive,0.10,0.04,0.00,0.00,0.14,30.00,15.00,3.00,4,DC Studios,T,63
10353,Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,0.16,0.07,0.00,0.02,0.25,50.00,5.00,6.80,11,LucasArts,T,62.5
10340,Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,0.11,0.01,0.00,0.16,0.28,55.00,4.00,7.50,13,LucasArts,T,61.6
2984,Dynasty Warriors 3,XB,2002,Action,THQ,0.06,0.02,0.00,0.00,0.08,70.00,11.00,8.90,20,Omega Force,T,61.6
7642,Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0.00,0.01,0.00,0.04,53.00,29.00,8.50,13,Omega Force,T,61.48
6410,Tomb Raider: Legend,DS,2006,Action,Eidos Interactive,0.04,0.02,0.00,0.01,0.07,58.00,15.00,8.00,7,Human Soft,T,60.9
8910,Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.06,0.05,0.00,0.02,0.13,52.00,9.00,8.50,13,Omega Force,T,60.84
10435,Planet 51,PS3,2009,Action,Sega,0.07,0.03,0.00,0.01,0.11,50.00,11.00,0.00,,Pyro Studios,E,60.5
7592,Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,0.11,0.00,0.00,0.01,0.12,28.00,18.00,4.90,8,Santa Cruz Games,E,60.48
2042,Disney's Aladdin in Nasira's Revenge,PS,2000,Action,Sony Computer Entertainment,0.05,0.04,0.00,0.01,0.09,61.00,11.00,8.30,7,Argonaut Games,E,60.39
13970,Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.06,0.04,0.00,0.01,0.12,50.00,10.00,5.00,25,Ubisoft Quebec,T,60
11802,Prince of Persia: The Forgotten Sands,DS,2010,Action,Ubisoft,0.14,0.01,0.00,0.01,0.15,57.00,7.00,6.30,6,Ubisoft Casablanca,E10+,59.85
10469,Tornado Outbreak,X360,2009,Action,Konami Digital Entertainment,0.07,0.00,0.00,0.01,0.08,62.00,12.00,8.00,6,Loose Cannon Studios,E10+,59.52
3859,Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.05,0.01,0.00,0.00,0.06,62.00,16.00,8.50,32,Nex Entertainment,M,59.52
11784,Bakugan Battle Brawlers: Defenders of the Core,PS3,2010,Action,Activision,0.14,0.01,0.00,0.02,0.17,50.00,7.00,0.00,,Now Production,E10+,59.5
10443,Hysteria Hospital: Emergency Ward,DS,2009,Action,Oxygen Interactive,0.10,0.00,0.00,0.01,0.11,45.00,12.00,0.00,,Gameinvest,E,59.4
4680,Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0.00,0.00,0.04,53.00,28.00,8.80,4,KCEJ,M,59.36
7586,Ratatouille,GC,2007,Action,THQ,0.11,0.03,0.00,0.00,0.14,60.00,7.00,5.60,7,Asobo Studio,E,58.8
8881,Spider-Man: Web of Shadows,PS2,2008,Action,Activision,0.10,0.08,0.00,0.03,0.21,69.00,4.00,4.10,16,"Treyarch, Shaba Games",E10+,57.96
13010,Harry Potter and the Deathly Hallows - Part 2,DS,2011,Action,Electronic Arts,0.10,0.09,0.00,0.02,0.21,55.00,5.00,0.00,,Full Fat,E10+,57.75
12968,Power Rangers Samurai,Wii,2011,Action,Namco Bandai Games,0.27,0.02,0.00,0.02,0.32,45.00,4.00,0.00,,Inti Creates,E10+,57.6
2413,KISS Pinball,PS,2001,Action,Take-Two Interactive,0.17,0.12,0.00,0.02,0.31,26.00,7.00,3.80,8,Wildfire Studios,T,56.42
8851,Bratz: Super Babyz,DS,2008,Action,THQ,0.26,0.00,0.00,0.02,0.28,50.00,4.00,0.00,,Creat Studios,E,56
2986,James Cameron's Dark Angel,XB,2002,Action,Vivendi Games,0.05,0.02,0.00,0.00,0.07,47.00,17.00,8.30,6,Radical Entertainment,T,55.93
8941,Prey the Stars,DS,2008,Action,Tecmo Koei,0.07,0.00,0.00,0.01,0.07,66.00,12.00,0.00,,Koei Canada,E,55.44
15734,Valkyrie Drive: Bhikkhuni,PSV,2015,Action,PQube,0.00,0.03,0.07,0.01,0.11,72.00,7.00,8.50,11,Marvelous Inc.,M,55.44
11776,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Action,THQ,0.12,0.03,0.00,0.02,0.17,54.00,6.00,0.00,,THQ,E10+,55.08
13107,Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0.00,0.01,0.10,55.00,10.00,4.20,5,Red Fly Studio,T,55
10444,The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0.00,0.01,0.10,61.00,9.00,7.80,6,Artificial Mind and Movement,E10+,54.9
16303,TrackMania Turbo,XOne,2016,Action,Ubisoft,0.02,0.04,0.00,0.00,0.06,76.00,12.00,7.70,27,Nadeo,E,54.72
11857,Legend of the Guardians: The Owls of Ga'Hoole,X360,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.00,0.01,0.07,60.00,13.00,8.00,5,Krome Studios,E10+,54.6
3845,Harry Potter and the Sorcerer's Stone,GC,2003,Action,Electronic Arts,0.06,0.02,0.00,0.00,0.08,62.00,11.00,8.30,6,Warthog,E,54.56
16342,Worms: WMD,PS4,2016,Action,Sold Out,0.01,0.02,0.00,0.00,0.03,78.00,23.00,7.60,19,Team 17,E10+,53.82
2995,Blood Omen 2,GC,2002,Action,Eidos Interactive,0.04,0.01,0.00,0.00,0.05,71.00,15.00,0.00,,Crystal Dynamics,M,53.25
3860,Resident Evil 2,GC,2003,Action,Capcom,0.04,0.01,0.00,0.00,0.06,59.00,15.00,8.50,31,Capcom,M,53.1
3852,Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.05,0.02,0.00,0.00,0.07,63.00,12.00,6.80,4,Ubisoft,E,52.92
6360,Finding Nemo: Escape to the Big Blue,DS,2006,Action,THQ,0.12,0.03,0.00,0.01,0.16,66.00,5.00,0.00,,Altron,E,52.8
6448,Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.01,0.02,0.00,0.00,0.04,73.00,18.00,7.50,57,Radical Entertainment,M,52.56
7563,Ratatouille,GBA,2007,Action,THQ,0.14,0.05,0.00,0.00,0.20,65.00,4.00,0.00,,Helixe,E,52
6358,Curious George,GBA,2006,Action,Namco Bandai Games,0.12,0.04,0.00,0.00,0.16,65.00,5.00,0.00,,Torus Games,E,52
6467,Rule of Rose,PS2,2006,Action,505 Games,0.01,0.01,0.00,0.00,0.02,59.00,44.00,8.60,51,"Punchline, Shirogumi",M,51.92
5439,Batman Begins,GBA,2005,Action,Electronic Arts,0.12,0.05,0.00,0.00,0.17,61.00,5.00,6.90,9,Vicarious Visions,E10+,51.85
11846,Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.06,0.03,0.00,0.01,0.10,47.00,11.00,0.00,,Ubisoft,T,51.7
15705,One Piece: Pirate Warriors 3,PSV,2015,Action,Namco Bandai Games,0.00,0.03,0.13,0.01,0.17,76.00,4.00,6.30,17,Omega Force,T,51.68
13106,Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,0.05,0.04,0.00,0.01,0.10,43.00,12.00,5.00,56,,,51.6
15699,Senran Kagura: Estival Versus,PSV,2015,Action,Marvelous Interactive,0.04,0.02,0.09,0.02,0.18,71.00,4.00,7.40,34,Marvelous Inc.,M,51.12
4681,Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0.00,0.03,0.00,0.00,0.04,67.00,19.00,7.20,50,KnowWonder,E,50.92
6476,Tomb Raider: Legend,PC,2006,Action,Eidos Interactive,0.00,0.01,0.00,0.00,0.02,82.00,31.00,7.90,244,Nixxes Software,T,50.84
16281,Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,0.05,0.05,0.00,0.01,0.11,77.00,6.00,8.20,43,"Rocksteady Studios, Virtuos",T,50.82
8899,Tak and the Guardians of Gross,Wii,2008,Action,THQ,0.14,0.00,0.00,0.01,0.16,63.00,5.00,8.00,5,THQ,E10+,50.4
15784,Toy Soldiers: War Chest,XOne,2015,Action,Ubisoft,0.05,0.00,0.00,0.01,0.06,60.00,14.00,8.40,50,Krome Studios,,50.4
13118,Spider-Man: Edge of Time,Wii,2011,Action,Activision,0.06,0.02,0.00,0.01,0.09,62.00,9.00,5.20,6,Beenox,T,50.22
5521,Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0.00,0.01,0.04,66.00,19.00,5.80,9,Terminal Reality,T,50.16
15221,Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.01,0.00,0.00,0.05,50.00,20.00,5.30,43,"Spark Unlimited, comcept",M,50
13078,Rango: The Video Game,Wii,2011,Action,Electronic Arts,0.07,0.04,0.00,0.01,0.12,52.00,8.00,0.00,,Behaviour Interactive,E10+,49.92
10452,Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0.00,0.00,0.01,0.10,71.00,7.00,8.20,5,Loose Cannon Studios,E10+,49.7
4686,Under the Skin,PS2,2004,Action,Capcom,0.01,0.01,0.00,0.00,0.03,55.00,30.00,0.00,,Capcom,T,49.5
7616,Samurai Warriors 2: Xtreme Legends,PS2,2007,Action,Tecmo Koei,0.04,0.03,0.00,0.01,0.09,50.00,11.00,8.00,9,Koei,T,49.5
3804,Bionicle,GC,2003,Action,Electronic Arts,0.16,0.04,0.00,0.01,0.21,47.00,5.00,4.20,5,Argonaut Games,E,49.35
11783,TRON: Evolution,DS,2010,Action,Disney Interactive Studios,0.11,0.04,0.00,0.01,0.17,58.00,5.00,0.00,,n-Space,E10+,49.3
8925,Naruto Shippuden: Naruto vs. Sasuke,DS,2008,Action,Takara Tomy,0.07,0.00,0.03,0.00,0.11,64.00,7.00,0.00,,Takara Tomy,E10+,49.28
3881,Jet Grind Radio,GBA,2003,Action,Sega,0.02,0.01,0.00,0.00,0.03,74.00,22.00,9.30,6,Vicarious Visions,E,48.84
10383,Monsters vs. Aliens,PS2,2009,Action,Activision,0.11,0.00,0.00,0.08,0.19,64.00,4.00,0.00,,Beenox,E10+,48.64
5449,The Incredibles: Rise of the Underminer,DS,2005,Action,THQ,0.13,0.01,0.00,0.01,0.15,54.00,6.00,0.00,,Helixe,E10+,48.6
10451,The Secret Saturdays: Beasts of the 5th Sun,Wii,2009,Action,D3Publisher,0.09,0.00,0.00,0.01,0.10,60.00,8.00,0.00,,High Voltage Software,E10+,48
7618,Looney Tunes: Acme Arsenal,X360,2007,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.00,0.01,0.08,40.00,15.00,6.80,13,Red Tribe,E10+,48
16308,Song of the Deep,XOne,2016,Action,Insomniac Games,0.05,0.00,0.00,0.01,0.06,66.00,12.00,6.90,20,Insomniac Games,E,47.52
2949,Power Rangers: Wild Force,GBA,2002,Action,THQ,0.15,0.05,0.00,0.00,0.21,55.00,4.00,6.90,8,Natsume,E,46.2
4672,King Arthur,XB,2004,Action,Konami Digital Entertainment,0.04,0.01,0.00,0.00,0.05,61.00,15.00,0.00,,Krome Studios,T,45.75
16260,LEGO Marvel's Avengers,3DS,2016,Action,Warner Bros. Interactive Entertainment,0.07,0.09,0.01,0.01,0.19,60.00,4.00,7.10,15,TT Games,E10+,45.6
14617,DuckTales: Remastered,WiiU,2013,Action,Capcom,0.06,0.00,0.00,0.01,0.06,76.00,10.00,7.90,100,WayForward,E,45.6
3850,Harry Potter and the Sorcerer's Stone,XB,2003,Action,Electronic Arts,0.05,0.02,0.00,0.00,0.07,59.00,11.00,6.00,5,Warthog,E,45.43
11757,Star Wars: The Force Unleashed II,DS,2010,Action,LucasArts,0.17,0.03,0.00,0.02,0.21,43.00,5.00,4.00,5,LucasArts,T,45.15
3862,Terminator 3: Rise of the Machines,GBA,2003,Action,Atari,0.04,0.02,0.00,0.00,0.06,50.00,15.00,0.00,,Taniko,T,45
2418,The Powerpuff Girls: Chemical X-Traction,PS,2001,Action,BAM! Entertainment,0.14,0.10,0.00,0.02,0.25,30.00,6.00,6.30,4,VIS Entertainment,E,45
14601,Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.04,0.07,0.00,0.01,0.12,75.00,5.00,7.80,148,Ubisoft Toronto,M,45
11855,Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.00,0.01,0.08,62.00,9.00,0.00,,Krome Studios,E10+,44.64
11760,The Last Airbender,Wii,2010,Action,THQ,0.12,0.07,0.00,0.02,0.21,53.00,4.00,6.60,5,THQ,T,44.52
13953,WWE '13,Wii,2012,Action,THQ,0.11,0.02,0.00,0.01,0.15,74.00,4.00,6.00,9,THQ,T,44.4
4631,Disney's Home on the Range,GBA,2004,Action,Disney Interactive Studios,0.12,0.04,0.00,0.00,0.17,65.00,4.00,0.00,,Artificial Mind and Movement,E,44.2
11865,TRON: Evolution,PC,2010,Action,Disney Interactive Studios,0.06,0.00,0.00,0.00,0.07,57.00,11.00,6.00,25,Propaganda Games,T,43.89
8980,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0.00,0.00,0.04,78.00,14.00,7.70,35,Traveller's Tales,E10+,43.68
15209,One Piece: Unlimited World Red,WiiU,2014,Action,Namco Bandai Games,0.00,0.04,0.02,0.00,0.06,66.00,11.00,7.80,43,Ganbarion,T,43.56
14590,Dynasty Warriors 8: Xtreme Legends,PS3,2013,Action,Tecmo Koei,0.02,0.02,0.11,0.01,0.16,68.00,4.00,6.80,9,Omega Force,T,43.52
7553,Looney Tunes: Acme Arsenal,Wii,2007,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.00,0.02,0.23,27.00,7.00,5.10,14,Red Tribe,E10+,43.47
16341,Prison Architect,PS4,2016,Action,Introversion Software,0.01,0.01,0.00,0.01,0.03,80.00,18.00,8.00,19,"Introversion, Double Eleven",M,43.2
10495,LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,0.02,0.03,0.00,0.01,0.05,66.00,13.00,8.00,19,Traveller's Tales,E10+,42.9
2436,Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,0.01,0.04,0.00,0.01,0.06,65.00,11.00,7.80,76,KnowWonder,E,42.9
10483,Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,0.05,0.01,0.00,0.00,0.06,42.00,17.00,5.00,4,Collision Studios,E10+,42.84
13067,Spider-Man: Edge of Time,DS,2011,Action,Activision,0.12,0.01,0.00,0.01,0.14,50.00,6.00,0.00,,"Beenox, Other Ocean Interactive",E10+,42
